time;N_tot;V_tot
2014-01-01;142.231292;1.004274365
2014-01-01;146.641581;1.033457113
2014-01-01;144.2340012;1.027549457
2014-01-01;141.4915557;0.984421533
2014-01-01;145.435954;1.119985981
2014-01-01;144.4893432;1.004235721
2014-01-01;143.4517138;1.026238454
2014-01-01;144.6459429;1.00250557
2014-01-01;150.8821828;1.091579836
2014-01-01;140.4164276;0.9658889
2014-01-01;144.3547673;1.057172962
